date,year,state,region,lat,lng,rainfall,onset,onset_date,break_spell,break_duration,heavy_rain,heavy_rain_class
2023-10-04,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,7.389840126037598,0,2023-06-30,0,0,0,None/Moderate
2023-10-05,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.4662359952926636,0,2023-06-30,0,0,0,None/Moderate
2023-10-06,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-07,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-08,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-09,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-10,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-11,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-12,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-13,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-14,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-15,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-16,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-17,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,5.1979899406433105,0,2023-06-30,0,0,0,None/Moderate
2023-10-18,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.20656359195709229,0,2023-06-30,0,0,0,None/Moderate
2023-10-19,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-20,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-21,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-22,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-23,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-24,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-25,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-26,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-27,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-28,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-29,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-30,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-10-31,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-01,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-02,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-03,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-04,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-05,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-06,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-07,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
2023-11-08,2023,Uttar Pradesh,Uttar Pradesh_Station,26.8467,80.9462,0.0,0,2023-06-30,0,0,0,None/Moderate
