Year,Month,Nino 3.4 SST Anomaly,SOI,ONI,RONI,IOD_Index,RMM1,RMM2,amplitude,phase
2001,NOV,-0.37,1.1,-0.35,-0.31,-0.23,0.5057259048830667,-0.16614662990333334,0.9614376696666667,3
2001,DEC,-0.41,-1.4,-0.31,-0.37,-0.03,-0.26145302161290324,1.2754435554838708,1.7203842838709678,7
2002,JAN,-0.15,0.7,-0.15,-0.11,-0.32,-0.13836397548387094,-0.8164514649548387,1.6998524758064517,2
2002,FEB,-0.04,1.8,0.03,0.05,0.2,0.44639045223214285,0.6439294724785715,1.0814431442857144,5
2002,MAR,0.01,-0.4,0.09,-0.02,-0.4,0.30036813999612905,-0.9551702646258065,1.3025143731387099,3
2002,APR,0.02,-0.1,0.2,-0.01,-0.4,-0.028844675873333336,-0.7083083335066667,0.8904978936033333,3
2002,MAY,0.31,-1.4,0.43,0.35,-0.54,-0.13596816677419354,0.6245750448387097,2.409133551612903,8
2002,JUN,0.72,-0.4,0.65,0.77,-0.22,0.267579826,-0.33883950002666663,1.8803833166666666,2
2002,JUL,0.74,-0.8,0.79,0.87,-0.25,-0.7084756239225807,1.1136073970419356,1.7221574980645162,8
2002,AUG,0.87,-1.6,0.86,1.07,-0.4,0.1104332148451613,0.33628540899677417,1.4202360319354839,8
2002,SEP,1.09,-1.0,1.01,1.31,0.54,-0.24260042784333333,-0.20548776733333335,0.7018471730000001,2
2002,OCT,1.25,-0.6,1.21,1.41,0.54,-0.11822562927748385,-0.26703078187419355,0.8933860990322581,5
2002,NOV,1.47,-0.7,1.31,1.6,0.23,0.8741137343866666,-0.9908627828800001,2.25046865,3
2002,DEC,1.37,-1.8,1.14,1.41,-0.24,-0.296779645483871,-0.6546369004419355,1.8575260422580646,1
2003,JAN,0.6,-0.3,0.92,0.56,-0.35,0.08286667359064516,0.34958196678225806,0.8134987815870968,5
2003,FEB,0.64,-1.1,0.63,0.6,0.22,0.19585659046785714,-0.07033133399285715,0.7148255028571429,4
2003,MAR,0.36,-0.5,0.38,0.31,0.27,-0.16739463284193548,-0.12884270599677422,1.4626752464516128,5
2003,APR,-0.14,-0.2,-0.04,-0.25,0.09,-0.20439803467,-0.12653354433333333,1.1874197433333333,2
2003,MAY,-0.61,-0.5,-0.26,-0.74,0.24,0.3540167361290323,0.9282113464516129,2.245336555483871,7
2003,JUN,-0.29,-1.0,-0.16,-0.3,0.36,-1.4472028160000001,-0.3827931888766667,1.65106069,1
2003,JUL,0.21,0.5,0.08,0.17,0.32,-0.08422332153322581,-0.3310626720419355,0.9928557990322581,2
2003,AUG,0.26,0.2,0.21,0.14,0.4,0.17464520780645162,0.007823660253870969,0.6039936987096773,6
2003,SEP,0.27,-0.2,0.26,0.16,-0.08,0.5530458152059999,-0.011511832369999997,0.7902776976666667,4
2003,OCT,0.42,0.0,0.29,0.27,-0.19,0.4135515316129032,0.505929905783871,1.2216482238709676,5
2003,NOV,0.33,-0.5,0.35,0.25,-0.32,-0.0661061741585,-0.12247123529843333,0.49874167021000004,8
2003,DEC,0.43,1.8,0.35,0.44,0.07,0.6465923794129033,0.03476951519203225,1.8000867477419356,3
2004,JAN,0.27,-2.2,0.37,0.19,-0.02,-0.8855522048032258,-0.017209499590322554,2.246038609677419,8
2004,FEB,0.23,2.0,0.31,0.12,0.04,1.062353516386207,0.20457539697931035,1.4791189124137931,6
2004,MAR,0.12,0.7,0.23,0.12,0.15,0.8977329190709677,0.7232177222580645,2.1767354612903227,4
2004,APR,0.07,-1.5,0.17,0.08,0,-0.6227684788633333,-0.4042804271166667,1.2874256193333333,2
2004,MAY,0.06,1.7,0.17,0.28,-0.59,0.27077409280000003,-0.507801964816129,1.4382904767741935,1
2004,JUN,0.13,-1.4,0.28,0.4,-0.47,-0.17851440262999999,0.6211063072066667,1.0188708323333333,7
2004,JUL,0.49,-0.8,0.47,0.68,-0.3,-1.3678149112645162,-0.44754459908387095,1.6112249593548387,1
2004,AUG,0.76,-0.5,0.64,0.92,0.05,-0.15690964643516128,0.7954275266451613,1.2484562670967743,6
2004,SEP,0.81,-0.6,0.7,0.87,0.09,-0.4293023066566667,-1.214743688,1.4384542359999999,2
2004,OCT,0.73,-0.1,0.67,0.78,0.02,-0.07640268230000001,-0.010865098387096773,1.54811694,5
2004,NOV,0.66,-1.1,0.66,0.66,-0.07,0.09850197702333334,-0.30024202450000004,0.558687573,3
2004,DEC,0.74,-1.3,0.69,0.74,-0.11,0.22643075343225808,-0.10495353774580647,0.7194164974193549,6
2005,JAN,0.66,0.6,0.64,0.61,-0.28,0.5548075808193548,0.5146134638451613,1.203385613832258,6
2005,FEB,0.36,-5.2,0.58,0.3,-0.79,-0.517125935125,1.1805604542857144,1.5145378439285715,7
2005,MAR,0.45,0.5,0.45,0.37,-0.71,-0.3092096970322581,-0.7818769002516129,1.7757296806451612,8
2005,APR,0.26,-1.0,0.43,0.25,0.13,0.28697206315,0.141962644,2.6446991,8
2005,MAY,0.3,-1.3,0.29,0.3,0.11,0.18035705772580646,-0.06816377344516132,1.8156324893548388,4
2005,JUN,0.04,0.7,0.11,0.05,-0.16,-0.028836471679999993,-0.47966045061333334,0.7345759723333334,2
2005,JUL,-0.23,0.3,-0.06,-0.26,-0.52,-0.04334865806451613,-0.5174850651835484,1.0290815029032259,2
2005,AUG,-0.05,-0.6,-0.14,-0.09,-0.46,-0.24146400728064515,0.07278299581612903,0.939736100967742,1
2005,SEP,-0.04,0.6,-0.11,0.0,-0.73,0.79775427013,0.11178200007000001,1.522602815,8
2005,OCT,-0.06,2.0,-0.29,0.02,-0.71,0.30917808580645156,-0.36794451479354834,1.0373357177419353,4
2005,NOV,-0.59,-0.3,-0.57,-0.55,-0.66,0.02587208017666666,0.40723373023666665,1.0062126816666666,6
2005,DEC,-0.92,0.0,-0.84,-0.98,-0.45,-0.11403057178580646,-0.2133819783387097,0.6440208229032258,1
2006,JAN,-0.91,2.7,-0.85,-1.01,-0.07,0.44822100896129036,0.4721050607903226,1.7294375064516128,5
2006,FEB,-0.67,0.2,-0.77,-0.8,-0.68,-0.8142484298964285,0.12063385447857143,1.6995880442857143,8
2006,MAR,-0.71,2.9,-0.57,-0.83,-0.22,0.7762172687903226,-0.03580917638064516,0.8061425020580646,4
2006,APR,-0.32,1.8,-0.37,-0.33,-0.07,0.525063489,0.240430164,0.9840533986666666,5
2006,MAY,-0.09,-0.8,-0.14,-0.09,-0.22,-0.7034215095309677,0.15650799921935482,1.1181375867741936,8
2006,JUN,0.0,-0.4,-0.03,0.0,-0.28,-0.63046759825,-0.44577367107966664,1.1171617263333333,1
2006,JUL,0.01,-1.0,0.1,0.02,0.19,-0.7323546298709678,0.5089349951774194,1.0984740158064517,7
2006,AUG,0.31,-1.7,0.3,0.32,0.31,-0.12274240410967742,-0.2036374000483871,0.9450053216129032,5
2006,SEP,0.6,-1.0,0.54,0.58,0.71,0.619570115,-0.8262761261393333,1.5086187580000001,3
2006,OCT,0.7,-2.1,0.77,0.71,0.94,-0.4295174820612903,0.5218024852064516,1.7489779667580645,1
2006,NOV,0.99,0.1,0.94,0.97,0.89,-0.3885008339066667,-0.5226116012583334,1.1893461453333332,1
2006,DEC,1.14,-0.5,0.94,1.14,0.46,0.4332584867516129,-1.201067003483871,1.4631380310096773,3
2007,JAN,0.7,-1.3,0.66,0.65,0.26,0.7263608001953226,0.7997295839741936,1.2701261521580645,6
2007,FEB,0.13,-0.1,0.22,0.02,-0.14,0.3069671026607143,-0.35953255090571423,1.1186876339285714,6
2007,MAR,-0.18,0.3,-0.12,-0.19,0.19,0.7497851686096774,0.9286768467741936,1.321150566451613,6
2007,APR,-0.32,-0.2,-0.32,-0.37,0.15,-0.45731462207,0.012591834249999986,0.8067391546666667,8
2007,MAY,-0.47,-0.2,-0.38,-0.51,0.42,-0.6023309765677419,0.1336003790064516,1.2340057027322582,1
2007,JUN,-0.35,0.9,-0.47,-0.43,0.34,0.03695088197,-0.576284198172,1.3529915246666666,2
2007,JUL,-0.59,-0.5,-0.56,-0.64,0.36,-0.6591500435319354,-0.16700990371935484,1.3795319935483872,1
2007,AUG,-0.72,0.7,-0.81,-0.69,0.36,-0.22479281056774192,-0.5642095683903225,0.8762567774193548,2
2007,SEP,-1.11,0.3,-1.07,-1.11,0.36,0.7918687607866667,0.14655561653666668,1.1761283893333332,5
2007,OCT,-1.39,1.2,-1.34,-1.35,0.04,-0.5123129247903225,0.29815734326129034,1.2009301141935484,8
2007,NOV,-1.54,1.4,-1.5,-1.39,-0.17,0.4572746976666667,1.0635493472366666,1.588934237,6
2007,DEC,-1.58,2.7,-1.6,-1.49,-0.25,-0.06172681972258066,-1.0270569306709678,2.0751771258064515,2
2008,JAN,-1.68,2.9,-1.64,-1.64,0.02,-0.2263464710516129,0.8613320725806451,1.8184795248387096,7
2008,FEB,-1.67,4.4,-1.52,-1.67,0.07,0.1616845725275862,0.03043632425931034,1.2379733358620688,1
2008,MAR,-1.21,2.4,-1.29,-1.16,0.1,-0.3919405361290323,-1.0078243883870968,1.8412203261290323,1
2008,APR,-0.99,1.1,-1.01,-0.95,-0.33,-0.40173440339,0.10057609087999998,0.8616907713333333,8
2008,MAY,-0.84,-0.1,-0.84,-0.75,0.16,-0.590938464516129,0.8256440139709678,1.7237106374193547,1
2008,JUN,-0.68,1.0,-0.61,-0.57,0.49,0.07242910655533333,-0.2620970557266667,0.953116955,3
2008,JUL,-0.3,0.5,-0.37,-0.19,0.79,-0.3521169206096774,-0.516571515741613,1.2312710548387096,1
2008,AUG,-0.13,1.7,-0.23,-0.12,0.42,-0.12820919722161292,-1.0656246294290321,1.211697393548387,2
2008,SEP,-0.25,2.0,-0.24,-0.32,0.06,0.9437854654133333,0.09843056766666666,1.4465834003333333,5
2008,OCT,-0.35,2.1,-0.35,-0.4,0.03,0.595113902383871,-0.5242389959517741,1.3736839277419355,4
2008,NOV,-0.46,2.2,-0.55,-0.47,-0.17,0.9153780751516667,0.48578852927,1.2276514546666666,5
2008,DEC,-0.86,2.4,-0.73,-0.94,-0.26,0.2653760390419355,0.6557456774645162,0.8991352851612903,6
2009,JAN,-0.89,1.8,-0.85,-0.97,-0.13,-0.4715566775648387,0.5542895793548387,1.3644628538709678,7
2009,FEB,-0.79,3.1,-0.79,-0.78,0.31,0.6888092525035715,0.09707066535714286,0.9907292532142857,5
2009,MAR,-0.69,0.7,-0.61,-0.8,0.39,-0.35595171798387093,0.33278851567096773,1.1326078929032257,8
2009,APR,-0.35,1.3,-0.33,-0.44,-0.03,0.21436253819666665,-0.1959387217933333,2.2441025066666667,2
2009,MAY,0.06,-0.2,0.01,-0.03,-0.13,-0.5128318909645161,0.8264769119354838,1.0808286461290324,7
2009,JUN,0.31,0.2,0.28,0.15,0.01,-0.7786559080613333,0.7245484260733334,1.4584701413333332,8
2009,JUL,0.48,0.4,0.45,0.28,-0.52,0.22974068096774194,0.01647262259677419,0.6150665787096774,5
2009,AUG,0.56,-0.3,0.58,0.34,-0.3,-0.5843878550348387,-0.45263333992258065,1.12875141,1
2009,SEP,0.68,0.5,0.71,0.54,-0.17,1.5242503043333333,-0.3829769264746667,1.6812911126666668,4
2009,OCT,0.89,-2.0,1.01,0.8,-0.1,-0.13084581866387096,0.09824202119354838,0.9675306593548387,8
2009,NOV,1.46,-1.0,1.36,1.48,-0.26,0.4179896298133333,-0.6200847808,1.78102768,3
2009,DEC,1.74,-1.2,1.56,1.75,0.14,-0.4326920208548387,-0.022057015235483857,1.2578152232258064,7
2010,JAN,1.52,-1.8,1.5,1.47,0.42,0.2791044248387097,0.3176923184245161,1.289910690967742,4
2010,FEB,1.25,-2.4,1.22,1.14,0.17,-0.9200341748907144,0.6520331681249999,1.3009368542857143,8
2010,MAR,0.9,-1.1,0.84,0.72,0.35,-0.005052918858064509,-0.6549279566870968,1.229541595483871,1
2010,APR,0.38,2.0,0.35,0.06,0.44,0.3099136056166667,0.21225313042000002,0.970552031,5
2010,MAY,-0.22,1.5,-0.17,-0.62,-0.21,0.030625127705806457,-0.44463197624516126,1.3091519658064517,4
2010,JUN,-0.69,0.6,-0.66,-1.04,-0.14,-0.792216218,-0.956073914,1.285590429,2
2010,JUL,-1.07,3.0,-1.05,-1.3,-0.17,-0.8688725159,-1.079194164616129,1.663601914516129,1
2010,AUG,-1.39,3.0,-1.35,-1.52,-0.34,-0.051409626149032245,-0.18104662879354838,0.747917844516129,1
2010,SEP,-1.6,3.7,-1.56,-1.71,-1.16,-0.293516875,-0.51242343669,0.8091414173333332,1
2010,OCT,-1.69,2.9,-1.64,-1.81,-1.07,0.8813428026945161,0.5014431545548388,1.3724983983870966,6
2010,NOV,-1.64,2.1,-1.64,-1.69,-0.99,-0.27015121909333334,0.17808033054766667,0.7180750344066666,2
2010,DEC,-1.6,4.8,-1.54,-1.65,-0.39,0.5584730367677418,0.23869572558387098,0.9818622567741935,5
2011,JAN,-1.54,3.8,-1.31,-1.53,-0.05,-0.2501306252225806,1.1297050422580646,1.5956191370967743,6
2011,FEB,-1.11,4.5,-1.04,-1.11,-0.03,-0.07877001855785715,0.3878240176035714,0.5124724357571429,7
2011,MAR,-0.93,4.2,-0.8,-0.92,0.17,0.2695681618187097,-0.1891480982096774,1.117857366129032,3
2011,APR,-0.77,3.1,-0.62,-0.73,0.01,-0.006507895473333332,0.3566064272766667,0.9413861176666667,7
2011,MAY,-0.52,0.6,-0.46,-0.43,-0.11,0.21060603676129033,0.7851085943677419,1.5436429977419355,5
2011,JUN,-0.38,0.4,-0.37,-0.28,0.06,0.14776642888,-0.18363111943500002,0.6791252076666666,2
2011,JUL,-0.43,1.6,-0.43,-0.3,-0.04,-0.3419471370967742,-0.12357657242580646,1.0109919648387098,1
2011,AUG,-0.65,0.7,-0.58,-0.56,0.03,-0.32438145404903224,-0.7259424446709677,1.011544473516129,2
2011,SEP,-0.8,1.7,-0.79,-0.67,0.37,0.45370670984,-0.31145429928333335,0.9066917783333334,3
2011,OCT,-1.05,1.2,-0.96,-0.99,0.47,-0.9770885948180644,-0.23471307838709676,1.8293501125806453,2
2011,NOV,-1.19,1.8,-1.02,-1.16,0.03,0.08573490687733333,-0.49809560566666666,1.4278005003333334,3
2011,DEC,-1.06,4.1,-0.92,-1.01,0.09,1.2528018945161292,0.038861887574193545,1.388414425483871,4
2012,JAN,-0.87,1.8,-0.72,-0.81,0.1,0.5890814328612903,0.7552332140419356,1.0838557522580645,6
2012,FEB,-0.67,0.8,-0.57,-0.64,-0.08,-0.7244076816482758,0.05802886387931032,1.9624444827586207,2
2012,MAR,-0.61,1.2,-0.46,-0.51,0.19,1.0052773462419353,0.7064935703225806,2.275805190322581,6
2012,APR,-0.5,-0.4,-0.36,-0.54,-0.44,-0.5014254780066667,0.069400100009,1.392764723,8
2012,MAY,-0.32,0.1,-0.17,-0.36,-0.69,-0.11933431484193548,0.2557807964935484,0.508314344516129,8
2012,JUN,0.02,-0.7,0.06,0.1,0,-0.5480528586666668,0.26888229231,1.5851710730000002,1
2012,JUL,0.25,-0.1,0.3,0.36,0.51,0.08486579964193548,-0.5020887674903226,1.0006735025806452,2
2012,AUG,0.47,-0.3,0.41,0.55,0.82,-0.4018407010129032,-0.721597503483871,1.4237936377419356,3
2012,SEP,0.38,0.4,0.41,0.4,0.52,0.9910321401100001,-0.08495794357000003,1.1895103533333333,5
2012,OCT,0.26,0.5,0.31,0.25,0.3,-0.1830810858387097,-0.13080938209032258,1.05932045,2
2012,NOV,0.16,0.4,0.13,0.06,0.05,0.26477487551333334,-0.03149789588666666,0.7542804866666667,6
2012,DEC,-0.25,-1.0,-0.1,-0.48,0.09,-0.3161356956,-0.5554139177096774,0.8817284803225806,1
2013,JAN,-0.53,-0.1,-0.29,-0.7,0.06,0.31135330581290316,1.3486391254064516,1.989185853870968,7
2013,FEB,-0.52,-0.4,-0.29,-0.72,-0.09,-0.10346311941785713,-0.2596529246428571,1.6343154739285715,1
2013,MAR,-0.25,2.5,-0.21,-0.4,-0.03,-0.03968132315161291,0.6642769769225806,1.208878878064516,6
2013,APR,-0.25,0.4,-0.19,-0.38,-0.15,0.21250469647999998,-0.2569721808985,0.9100850366666666,8
2013,MAY,-0.4,1.3,-0.27,-0.52,-0.62,-0.4131315256,-0.42255841887741935,1.196817595483871,1
2013,JUN,-0.42,2.0,-0.34,-0.42,-0.51,-0.21283242002666672,0.14999996465333335,1.2253081406666666,2
2013,JUL,-0.39,1.3,-0.35,-0.3,-0.36,-0.45744676235806453,-0.2797568237064516,0.8870305335483871,1
2013,AUG,-0.38,0.3,-0.28,-0.39,-0.22,-0.6815927915258064,0.16058763098064516,0.912353013548387,8
2013,SEP,-0.18,0.5,-0.21,-0.22,-0.34,0.4871012296666667,-0.026486073533333338,1.5937026506666667,5
2013,OCT,-0.2,-0.1,-0.13,-0.24,-0.22,0.3009698636677419,0.46800223815774195,0.8202488128741936,6
2013,NOV,-0.14,1.2,-0.1,-0.21,-0.06,0.18167717699666666,-0.31493187724033334,0.6853039573333334,3
2013,DEC,-0.17,0.1,-0.15,-0.23,-0.25,0.5729316777419354,-0.4512014307387097,1.0410569158064515,3
2014,JAN,-0.49,2.4,-0.28,-0.56,-0.15,0.4363722177967742,0.8749373446225807,1.1766352048387096,6
2014,FEB,-0.62,0.1,-0.32,-0.69,-0.07,0.151374487775,0.9642586768285714,1.4348881625,7
2014,MAR,-0.28,-1.5,-0.14,-0.33,-0.44,-1.1934016475193547,-0.018240884903225826,1.5816916796774194,1
2014,APR,0.08,1.3,0.15,0.03,-0.19,0.5408305632533333,0.20990536466666668,1.3192271676666667,6
2014,MAY,0.32,0.9,0.31,0.16,-0.08,-0.8917322724064516,-0.7326631229032258,1.4339224977419354,1
2014,JUN,0.23,0.3,0.23,0.0,-0.24,0.44784661457,-0.10785773033333333,1.108679051,4
2014,JUL,-0.06,-0.3,0.1,-0.2,-0.4,0.4699779743580645,0.7067503554064516,1.1528067432258065,6
2014,AUG,-0.03,-1.2,0.11,-0.19,-0.57,-0.7560971243354838,-0.7946374529032257,1.2150309538709676,2
2014,SEP,0.29,-1.2,0.28,0.14,-0.51,0.17847422350666667,-0.19285316543039002,0.649377995,4
2014,OCT,0.44,-1.0,0.54,0.28,-0.02,-0.448037041016129,-0.17012230507419354,0.9880874900000001,1
2014,NOV,0.75,-1.5,0.71,0.65,0.09,-0.1440806255366667,-0.8618941443866667,1.4682012086666667,3
2014,DEC,0.71,-0.9,0.77,0.61,-0.21,0.8296764707870967,-0.054006663832258064,1.3856411206451613,3
2015,JAN,0.51,-1.4,0.69,0.42,-0.36,0.551105740332258,1.1414397964580645,1.595519382903226,7
2015,FEB,0.42,0.4,0.61,0.31,-0.29,-0.18621894428571428,0.6619193020428572,0.8730502682142857,7
2015,MAR,0.47,-1.2,0.65,0.4,-0.05,-0.7758147538709678,0.9195735446645161,2.5235438870967744,8
2015,APR,0.7,-0.1,0.81,0.64,0.16,0.03508755514666666,-0.7018380850406667,0.9544394936666667,3
2015,MAY,0.92,-1.2,1.02,0.8,0.17,-0.48370766101612905,0.2475304392967742,0.7510026245161291,7
2015,JUN,1.18,-0.9,1.25,1.03,0.31,0.2611099226,-0.6273238446,1.9929203833333333,4
2015,JUL,1.46,-1.9,1.57,1.25,0.46,-0.8007875855064516,0.9579883016741936,1.837990334516129,7
2015,AUG,1.93,-2.4,1.91,1.72,0.51,-0.38151900383225806,0.4967828285967742,0.8428048241935484,8
2015,SEP,2.21,-2.7,2.21,1.95,0.72,-0.40975973642666663,0.10049515714333333,0.62977513528,8
2015,OCT,2.36,-2.8,2.47,2.12,0.51,-0.9814856670967742,-0.583368740716129,1.5348366948387098,8
2015,NOV,2.72,-0.8,2.64,2.48,0.44,0.2926911417316667,-1.7439856193333334,1.8664467500000002,3
2015,DEC,2.66,-0.9,2.75,2.41,0.04,1.277375299032258,0.1980840006548387,1.905701525483871,4
2016,JAN,2.57,-3.6,2.63,2.2,-0.22,-0.236282682083871,0.0893504818787097,1.397440465735484,7
2016,FEB,2.26,-3.2,2.28,2.06,-0.4,0.48967816665172414,1.008407021737931,2.0595920172413793,7
2016,MAR,1.62,-0.1,1.71,1.27,-0.24,-0.028425663158064513,0.2044010568451613,1.2421979758064514,8
2016,APR,0.91,-2.0,1.05,0.51,-0.21,-0.09785284619666665,-0.29576545587633335,0.6606036036666667,1
2016,MAY,0.3,0.7,0.49,-0.16,-0.53,0.5689049520741934,-0.8635225562174194,1.3503781812903226,3
2016,JUN,-0.03,1.1,0.0,-0.55,-0.76,0.5661642496933333,-0.7133492125633333,1.5598082686666668,4
2016,JUL,-0.48,0.7,-0.31,-0.97,-1.08,-0.14197812916451613,-0.5635171712483872,1.0086871877419354,2
2016,AUG,-0.58,1.2,-0.5,-1.05,-0.58,0.7320630941935484,1.0026968859451613,1.3634238690322582,6
2016,SEP,-0.58,2.0,-0.58,-0.98,-0.96,0.72801606316,-0.08192258236,0.9987363606666667,5
2016,OCT,-0.74,-0.4,-0.64,-1.17,-0.84,0.296728144163871,0.3847874199354838,0.6798959190322581,6
2016,NOV,-0.76,-0.2,-0.6,-1.17,-0.46,-0.23248564274,0.03995810921666667,1.4056047909999998,3
2016,DEC,-0.5,0.5,-0.45,-0.9,-0.28,0.21597560437096774,0.09756067541935483,0.6025583080645162,6
2017,JAN,-0.43,0.3,-0.19,-0.89,0.01,-0.1562065633483871,-0.46341426117096773,1.2075865980645162,3
2017,FEB,-0.08,-0.1,-0.02,-0.43,0.05,-0.9060633092857142,0.22963725898214288,2.432161792857143,2
2017,MAR,0.03,1.5,0.18,-0.32,0.31,0.42572607341612906,-0.5395821568064517,0.7525501162903225,4
2017,APR,0.22,-0.3,0.31,-0.07,0.43,-0.37328486756333334,0.5491908102699999,0.7843319514433333,7
2017,MAY,0.37,0.4,0.4,0.13,0.61,-0.5297857454064515,-0.4729416078612903,1.3503042366709677,8
2017,JUN,0.34,-0.7,0.39,0.1,0.36,-0.43834039243333334,-0.4650490265334,1.010765505,1
2017,JUL,0.25,1.3,0.19,-0.06,0.37,0.34705208553577416,-0.40939039589419357,1.0194311058064516,3
2017,AUG,-0.16,0.9,-0.07,-0.55,0.72,-0.07585871343225806,-0.12662655820967741,0.560064344016129,2
2017,SEP,-0.43,1.0,-0.34,-0.77,0.19,0.242664440604,-0.035463051216666666,0.5864452456666667,4
2017,OCT,-0.56,1.5,-0.6,-0.88,0.22,0.8853413216129031,0.8830719952454839,2.0237151622580645,5
2017,NOV,-0.97,1.5,-0.77,-1.34,0.21,0.41701089992333334,-0.20183345163000002,0.8390316453333334,4
2017,DEC,-0.98,-0.2,-0.86,-1.24,-0.14,-0.040055550783870957,0.7052040654032258,1.455329965483871,6
2018,JAN,-0.98,1.8,-0.77,-1.21,0.17,0.9257907208225806,-0.4845860038709678,2.2438225967741934,2
2018,FEB,-0.78,-0.8,-0.71,-0.92,0.49,-1.1028061825,1.3078334053571428,2.449217742857143,7
2018,MAR,-0.8,2.4,-0.57,-1.0,0.08,0.3659830071483871,-0.29845994307096774,1.1359975419354837,3
2018,APR,-0.51,0.8,-0.39,-0.71,0.05,-0.74442276881,-0.20054344304333335,1.4919827436666668,3
2018,MAY,-0.2,0.6,-0.13,-0.29,0.14,-1.0118249293548387,-0.8740166167741935,1.7735262777419354,1
2018,JUN,0.04,-0.2,0.06,0.07,0.06,-0.31501413008,-0.12822002868666665,1.099695321,1
2018,JUL,0.12,0.4,0.14,0.09,0.33,0.7894040116129032,0.8789099145451613,1.4670566325806451,6
2018,AUG,0.09,-0.5,0.27,0.0,0.36,0.34208012912903224,0.8898616522067743,1.1604823280645162,6
2018,SEP,0.47,-1.5,0.53,0.39,0.67,-0.7722294448833333,0.31556964063,1.0746740603333333,8
2018,OCT,0.9,0.6,0.81,0.8,0.36,-0.964835109016129,-0.38950002901290326,1.372201460967742,1
2018,NOV,0.9,-0.1,0.97,0.77,0.46,0.13989667887666665,-0.10551448570000001,1.3713922473333333,5
2018,DEC,0.89,1.7,0.92,0.74,0.41,1.290182469232258,-0.4561411701967742,2.266200470967742,5
2019,JAN,0.65,-0.1,0.89,0.51,0.15,0.1963882922580645,0.8464006467741936,1.75703085,6
2019,FEB,0.71,-2.3,0.86,0.6,-0.06,-1.0217569667857143,0.6751185669714286,1.7487797142857142,8
2019,MAR,0.81,-0.5,0.84,0.74,0.03,0.6009302474580644,-0.6581908809687097,1.1146516216129032,4
2019,APR,0.62,0.2,0.77,0.46,0.3,0.05248583901,-0.7902051365592333,1.0698441273333332,2
2019,MAY,0.55,-0.7,0.64,0.36,0.83,-0.9290831523451613,0.4274375764580645,1.854505129032258,8
2019,JUN,0.45,-0.7,0.52,0.19,0.88,0.50350235983,-0.36908445474,1.3048570076666666,3
2019,JUL,0.35,-0.6,0.33,0.09,0.8,-0.38982570741290323,-0.38361284656709677,0.8737279109677419,1
2019,AUG,0.04,-0.2,0.19,-0.2,1.42,0.5699026844493548,-0.2520621713258065,0.9542141777419355,4
2019,SEP,0.03,-1.9,0.23,-0.18,1.38,-0.677712537,0.05235216856,1.6799940163333333,1
2019,OCT,0.48,-0.6,0.39,0.29,1.78,-0.8833014448387098,-0.7452113497354839,1.5321089774193548,1
2019,NOV,0.52,-1.4,0.58,0.24,1.78,-0.11562880728000001,0.5026730260719999,1.5540973666666666,5
2019,DEC,0.52,-0.9,0.66,0.17,0.82,-0.07022735306451613,-0.24691596419354842,0.9795201067741935,2
2020,JAN,0.6,0.3,0.64,0.2,0.18,1.0035916241935483,1.0082404386774193,2.0013102467741937,6
2020,FEB,0.37,-0.1,0.63,-0.03,-0.21,0.5640794710344829,0.646182825882069,1.19141821,5
2020,MAR,0.48,-0.2,0.53,0.07,-0.12,0.7616158964516129,-0.5188404248387097,1.516898370967742,3
2020,APR,0.36,0.3,0.3,-0.11,-0.08,-0.36173394433333333,-0.521191456,1.6374265986666667,1
2020,MAY,-0.27,0.7,0.01,-0.8,0.39,0.03338529084193548,-0.2530141606387097,1.1646890893548387,2
2020,JUN,-0.34,-0.6,-0.23,-0.77,0.57,-0.7631733321066666,-0.973934511,1.3547168013333333,1
2020,JUL,-0.3,0.7,-0.36,-0.7,0.36,-0.5695896803225806,-1.1999961770967742,1.5012130690322583,2
2020,AUG,-0.59,1.8,-0.53,-0.97,-0.16,-0.15967926064516128,-0.17977792113548388,1.5708076487096774,8
2020,SEP,-0.83,1.5,-0.85,-1.13,-0.32,0.938131721,-0.18123514603100002,1.1078213236666665,4
2020,OCT,-1.26,0.8,-1.12,-1.58,-0.04,1.4931747565419353,0.6882541004770968,1.8443815480645163,5
2020,NOV,-1.42,1.1,-1.2,-1.7,0.07,-0.14844066521333332,-0.30654665733333336,1.0659901883333334,4
2020,DEC,-1.15,3.0,-1.08,-1.36,0.18,0.6953177345096775,0.19067643926096775,0.8462182629741936,5
2021,JAN,-1.0,3.2,-0.91,-1.06,0.26,0.49299734161,0.08641934741935484,1.3812992767741936,3
2021,FEB,-1.0,2.5,-0.79,-1.12,0.18,0.05344927089999999,1.5857486575,1.7109776275000002,7
2021,MAR,-0.8,0.6,-0.71,-0.94,0.1,-0.33486933835483873,-0.29172464673225806,1.1486161170967741,1
2021,APR,-0.72,0.6,-0.55,-0.88,0.28,-0.5842485214866666,1.4856743297100001,2.1312086966666666,7
2021,MAY,-0.46,0.8,-0.39,-0.56,-0.33,-0.3078039641419355,-0.5987102853709677,1.6188268058064517,2
2021,JUN,-0.28,0.7,-0.3,-0.39,-0.47,-0.917235017,-0.2451607732,1.2543668813333333,1
2021,JUL,-0.39,2.3,-0.35,-0.6,-0.48,0.3827399663967742,-0.09488936156129034,1.2697446645161292,2
2021,AUG,-0.53,1.0,-0.45,-0.78,-0.34,-0.8038796360387096,-0.8250745804709677,1.3328496390322582,2
