subdivision,year,month,monthly_rainfall_mm,monthly_normal_mm,anomaly_mm,pct_of_normal
ANDAMAN & NICOBAR ISLANDS,1927,JAN,3.0,52.63727272727273,-49.63727272727273,5.69938343033799
ANDAMAN & NICOBAR ISLANDS,1928,JAN,50.9,52.63727272727273,-1.7372727272727317,96.6995388680679
ANDAMAN & NICOBAR ISLANDS,1929,JAN,74.2,52.63727272727273,21.562727272727273,140.9647501770263
ANDAMAN & NICOBAR ISLANDS,1930,JAN,87.4,52.63727272727273,34.762727272727275,166.04203727051345
ANDAMAN & NICOBAR ISLANDS,1931,JAN,25.3,52.63727272727273,-27.33727272727273,48.06480026251705
ANDAMAN & NICOBAR ISLANDS,1932,JAN,2.8,52.63727272727273,-49.83727272727273,5.319424534982124
ANDAMAN & NICOBAR ISLANDS,1933,JAN,4.5,52.63727272727273,-48.13727272727273,8.549075145506986
ANDAMAN & NICOBAR ISLANDS,1934,JAN,7.3,52.63727272727273,-45.33727272727273,13.86849968048911
ANDAMAN & NICOBAR ISLANDS,1935,JAN,6.6,52.63727272727273,-46.03727272727273,12.538643546743577
ANDAMAN & NICOBAR ISLANDS,1936,JAN,16.5,52.63727272727273,-36.13727272727273,31.34660886685895
ANDAMAN & NICOBAR ISLANDS,1937,JAN,21.6,52.63727272727273,-31.03727272727273,41.035560698433535
ANDAMAN & NICOBAR ISLANDS,1938,JAN,13.4,52.63727272727273,-39.23727272727273,25.457245988843024
ANDAMAN & NICOBAR ISLANDS,1939,JAN,54.1,52.63727272727273,1.462727272727271,102.77888119376178
ANDAMAN & NICOBAR ISLANDS,1940,JAN,0.5,52.63727272727273,-52.13727272727273,0.949897238389665
ANDAMAN & NICOBAR ISLANDS,1941,JAN,0.0,52.63727272727273,-52.63727272727273,0.0
ANDAMAN & NICOBAR ISLANDS,1942,JAN,39.2,52.63727272727273,-13.437272727272727,74.47194348974975
ANDAMAN & NICOBAR ISLANDS,1946,JAN,84.4,52.63727272727273,31.762727272727275,160.34265384017547
ANDAMAN & NICOBAR ISLANDS,1947,JAN,25.1,52.63727272727273,-27.53727272727273,47.68484136716119
ANDAMAN & NICOBAR ISLANDS,1949,JAN,0.0,52.63727272727273,-52.63727272727273,0.0
ANDAMAN & NICOBAR ISLANDS,1950,JAN,0.8,52.63727272727273,-51.83727272727273,1.519835581423464
ANDAMAN & NICOBAR ISLANDS,1951,JAN,82.7,52.63727272727273,30.062727272727273,157.11300322965062
ANDAMAN & NICOBAR ISLANDS,1952,JAN,0.0,52.63727272727273,-52.63727272727273,0.0
ANDAMAN & NICOBAR ISLANDS,1953,JAN,56.0,52.63727272727273,3.3627272727272697,106.38849069964249
ANDAMAN & NICOBAR ISLANDS,1954,JAN,83.8,52.63727272727273,31.162727272727267,159.20277715410788
ANDAMAN & NICOBAR ISLANDS,1955,JAN,57.3,52.63727272727273,4.662727272727267,108.85822351945562
ANDAMAN & NICOBAR ISLANDS,1956,JAN,49.2,52.63727272727273,-3.4372727272727275,93.46988825754305
ANDAMAN & NICOBAR ISLANDS,1957,JAN,28.0,52.63727272727273,-24.63727272727273,53.194245349821244
ANDAMAN & NICOBAR ISLANDS,1958,JAN,22.9,52.63727272727273,-29.73727272727273,43.50529351824666
ANDAMAN & NICOBAR ISLANDS,1959,JAN,10.1,52.63727272727273,-42.53727272727273,19.187924215471234
ANDAMAN & NICOBAR ISLANDS,1960,JAN,104.2,52.63727272727273,51.56272727272727,197.9585844804062
ANDAMAN & NICOBAR ISLANDS,1961,JAN,82.1,52.63727272727273,29.462727272727264,155.973126543583
ANDAMAN & NICOBAR ISLANDS,1962,JAN,152.4,52.63727272727273,99.76272727272728,289.5286782611699
ANDAMAN & NICOBAR ISLANDS,1963,JAN,79.9,52.63727272727273,27.262727272727275,151.7935786946685
ANDAMAN & NICOBAR ISLANDS,1964,JAN,65.5,52.63727272727273,12.86272727272727,124.43653822904612
ANDAMAN & NICOBAR ISLANDS,1965,JAN,11.8,52.63727272727273,-40.83727272727273,22.4175748259961
ANDAMAN & NICOBAR ISLANDS,1966,JAN,79.8,52.63727272727273,27.162727272727267,151.60359924699054
ANDAMAN & NICOBAR ISLANDS,1967,JAN,164.6,52.63727272727273,111.96272727272726,312.70617087787775
ANDAMAN & NICOBAR ISLANDS,1968,JAN,22.1,52.63727272727273,-30.53727272727273,41.9854579368232
ANDAMAN & NICOBAR ISLANDS,1969,JAN,106.3,52.63727272727273,53.66272727272727,201.94815288164278
ANDAMAN & NICOBAR ISLANDS,1970,JAN,72.2,52.63727272727273,19.562727272727273,137.16516122346763
ANDAMAN & NICOBAR ISLANDS,1971,JAN,41.5,52.63727272727273,-11.13727272727273,78.8414707863422
ANDAMAN & NICOBAR ISLANDS,1972,JAN,13.7,52.63727272727273,-38.93727272727273,26.027184331876825
ANDAMAN & NICOBAR ISLANDS,1973,JAN,18.1,52.63727272727273,-34.53727272727273,34.38628002970588
ANDAMAN & NICOBAR ISLANDS,1974,JAN,22.2,52.63727272727273,-30.43727272727273,42.17543738450113
ANDAMAN & NICOBAR ISLANDS,1975,JAN,276.9,52.63727272727273,224.26272727272726,526.0530906201964
ANDAMAN & NICOBAR ISLANDS,1976,JAN,20.9,52.63727272727273,-31.73727272727273,39.705704564688
ANDAMAN & NICOBAR ISLANDS,1977,JAN,79.7,52.63727272727273,27.062727272727273,151.4136197993126
ANDAMAN & NICOBAR ISLANDS,1978,JAN,109.6,52.63727272727273,56.962727272727264,208.2174746550146
ANDAMAN & NICOBAR ISLANDS,1979,JAN,35.5,52.63727272727273,-17.13727272727273,67.44270392566621
ANDAMAN & NICOBAR ISLANDS,1980,JAN,5.5,52.63727272727273,-47.13727272727273,10.448869622286315
ANDAMAN & NICOBAR ISLANDS,1981,JAN,11.1,52.63727272727273,-41.53727272727273,21.087718692250565
ANDAMAN & NICOBAR ISLANDS,1982,JAN,8.8,52.63727272727273,-43.83727272727273,16.718191395658106
ANDAMAN & NICOBAR ISLANDS,1983,JAN,22.1,52.63727272727273,-30.53727272727273,41.9854579368232
ANDAMAN & NICOBAR ISLANDS,1984,JAN,69.4,52.63727272727273,16.762727272727275,131.84573668848552
ANDAMAN & NICOBAR ISLANDS,1985,JAN,12.0,52.63727272727273,-40.63727272727273,22.79753372135196
ANDAMAN & NICOBAR ISLANDS,1986,JAN,14.8,52.63727272727273,-37.83727272727273,28.116958256334083
ANDAMAN & NICOBAR ISLANDS,1987,JAN,72.4,52.63727272727273,19.762727272727275,137.54512011882352
ANDAMAN & NICOBAR ISLANDS,1988,JAN,10.2,52.63727272727273,-42.43727272727273,19.377903663149166
ANDAMAN & NICOBAR ISLANDS,1989,JAN,56.0,52.63727272727273,3.3627272727272697,106.38849069964249
ANDAMAN & NICOBAR ISLANDS,1990,JAN,13.4,52.63727272727273,-39.23727272727273,25.457245988843024
ANDAMAN & NICOBAR ISLANDS,1991,JAN,14.1,52.63727272727273,-38.53727272727273,26.787102122588553
ANDAMAN & NICOBAR ISLANDS,1992,JAN,75.9,52.63727272727273,23.262727272727275,144.19440078755116
ANDAMAN & NICOBAR ISLANDS,1993,JAN,14.9,52.63727272727273,-37.73727272727273,28.306937704012018
ANDAMAN & NICOBAR ISLANDS,1994,JAN,7.2,52.63727272727273,-45.43727272727273,13.678520232811179
ANDAMAN & NICOBAR ISLANDS,1995,JAN,51.8,52.63727272727273,-0.8372727272727332,98.4093538971693
ANDAMAN & NICOBAR ISLANDS,1996,JAN,52.2,52.63727272727273,-0.4372727272727275,99.16927168788104
ANDAMAN & NICOBAR ISLANDS,1997,JAN,9.5,52.63727272727273,-43.13727272727273,18.048047529403636
ANDAMAN & NICOBAR ISLANDS,1998,JAN,0.9,52.63727272727273,-51.73727272727273,1.7098150291013974
ANDAMAN & NICOBAR ISLANDS,1999,JAN,46.8,52.63727272727273,-5.837272727272733,88.91038151327264
ANDAMAN & NICOBAR ISLANDS,2000,JAN,53.0,52.63727272727273,0.3627272727272697,100.68910726930449
ANDAMAN & NICOBAR ISLANDS,2001,JAN,89.0,52.63727272727273,36.36272727272727,169.08170843336038
ANDAMAN & NICOBAR ISLANDS,2002,JAN,10.6,52.63727272727273,-42.03727272727273,20.137821453860898
ANDAMAN & NICOBAR ISLANDS,2003,JAN,44.3,52.63727272727273,-8.337272727272733,84.16089532132432
ANDAMAN & NICOBAR ISLANDS,2004,JAN,54.5,52.63727272727273,1.8627272727272697,103.53879898447349
ANDAMAN & NICOBAR ISLANDS,2005,JAN,0.0,52.63727272727273,-52.63727272727273,0.0
ANDAMAN & NICOBAR ISLANDS,2006,JAN,16.3,52.63727272727273,-36.33727272727273,30.96664997150308
ANDAMAN & NICOBAR ISLANDS,2007,JAN,4.9,52.63727272727273,-47.73727272727273,9.308992936218718
ANDAMAN & NICOBAR ISLANDS,2008,JAN,9.9,52.63727272727273,-42.73727272727273,18.80796532011537
ANDAMAN & NICOBAR ISLANDS,2009,JAN,24.5,52.63727272727273,-28.13727272727273,46.54496468109359
ANDAMAN & NICOBAR ISLANDS,2010,JAN,101.7,52.63727272727273,49.06272727272727,193.20909828845788
ANDAMAN & NICOBAR ISLANDS,2011,JAN,265.9,52.63727272727273,213.26272727272726,505.15535137562387
ANDAMAN & NICOBAR ISLANDS,2012,JAN,119.9,52.63727272727273,67.26272727272728,227.7853577658417
ANDAMAN & NICOBAR ISLANDS,2013,JAN,67.1,52.63727272727273,14.462727272727264,127.47620939189304
ANDAMAN & NICOBAR ISLANDS,2014,JAN,41.9,52.63727272727273,-10.737272727272732,79.60138857705394
ANDAMAN & NICOBAR ISLANDS,2015,JAN,126.8,52.63727272727273,74.16272727272727,240.89393965561908
ARUNACHAL PRADESH,1916,JAN,48.1,47.29791666666667,0.8020833333333286,101.69581112628285
ARUNACHAL PRADESH,1917,JAN,21.4,47.29791666666667,-25.897916666666674,45.245121790071785
ARUNACHAL PRADESH,1918,JAN,10.4,47.29791666666667,-36.897916666666674,21.988283486763862
ARUNACHAL PRADESH,1919,JAN,34.5,47.29791666666667,-12.797916666666673,72.94190195128397
ARUNACHAL PRADESH,1920,JAN,14.0,47.29791666666667,-33.29791666666667,29.599612386028273
ARUNACHAL PRADESH,1921,JAN,78.9,47.29791666666667,31.602083333333333,166.81495837554507
ARUNACHAL PRADESH,1922,JAN,50.7,47.29791666666667,3.40208333333333,107.19288199797383
ARUNACHAL PRADESH,1923,JAN,9.4,47.29791666666667,-37.897916666666674,19.874025459190413
ARUNACHAL PRADESH,1924,JAN,85.7,47.29791666666667,38.40208333333333,181.1919129630445
ARUNACHAL PRADESH,1925,JAN,80.6,47.29791666666667,33.30208333333332,170.4091970224199
ARUNACHAL PRADESH,1926,JAN,38.1,47.29791666666667,-9.197916666666671,80.55323085054837
ARUNACHAL PRADESH,1927,JAN,48.3,47.29791666666667,1.0020833333333243,102.11866273179754
ARUNACHAL PRADESH,1928,JAN,48.9,47.29791666666667,1.6020833333333258,103.38721754834161
ARUNACHAL PRADESH,1929,JAN,144.8,47.29791666666667,97.50208333333333,306.1445623926353
ARUNACHAL PRADESH,1930,JAN,64.4,47.29791666666667,17.102083333333333,136.15821697573008
ARUNACHAL PRADESH,1931,JAN,61.3,47.29791666666667,14.002083333333324,129.60401709025237
ARUNACHAL PRADESH,1932,JAN,70.2,47.29791666666667,22.90208333333333,148.42091353565607
